u1810	u17561
u24435	u5228
u12187	u9571
u10129	u25
u10128	.
u15339	.
u15338	.
u12186	u3868
u10123	u21307
u10122	u21741
u10121	u944
u10120	.
u10127	.
u10126	.
u10125	.
u10124	u944
u13478	.
u13479	.
u12184	.
u13470	u4687
u12183	u18732
u13472	u25396
u13473	u27
u13474	u7059
u13475	.
u13476	.
u12182	u556
u12181	u21741
u12180	u55
u10789	u128
u10788	u8197
u10787	u27016
u10786	u16
u10785	u17457
u10784	u21825
u10783	u5794
u42250	.
u10781	u3205
u10780	u1041
u12789	u25
u12788	u2701
u12781	u16
u12780	.
u12783	.
u12782	u29572
u12785	u16596
u12784	u39811
u12787	u7087
u12786	u3144
u10879	u23143
u10878	u5794
u14200	u25491
u10871	.
u10870	u7492
u10873	u2031
u10872	u23606
u10875	.
u10874	.
u10877	.
u10876	.
u13782	.
u13783	u55
u13780	.
u13781	.
u13786	.
u13787	u25992
u13784	.
u13785	.
u13788	u970
u13789	u15659
u14178	u16596
u14179	u8730
u12433	u2012
u12432	u2143
u12431	u449
u12430	u16596
u12437	u25
u12436	u29610
u12435	u25
u12434	u25
u12439	u19886
u12438	u17012
u39764	u27363
u39765	u25
u39766	u25
u39767	u25
u39760	u449
u39761	u449
u39762	u449
u39763	u7128
u39768	u25
u39769	u25
u43509	u556
u43508	.
u43505	.
u43504	u40211
u43507	.
u43506	.
u43501	u27768
u43500	u21810
u43503	u191
u43502	u1961
u45217	u1958
u45216	.
u45215	.
u45214	.
u45213	.
u45212	.
u45211	.
u45210	u37937
u45219	.
u45218	.
u41907	u38277
u41906	.
u27169	u449
u41904	.
u41903	.
u41902	.
u41901	.
u41900	.
u41909	.
u41908	u37777
u27168	u22060
u30752	u449
u38415	u2043
u38414	u2043
u38417	u2043
u38416	u2043
u38411	u449
u38410	u991
u38413	u991
u38412	u25
u20602	.
u38419	u2043
u38418	u2043
u33058	.
u33059	.
u33050	.
u33051	.
u33052	.
u33053	.
u33054	.
u33055	u43104
u33056	.
u33057	.
u40364	u22927
u40365	.
u40366	u2043
u40367	u25
u40360	u2043
u40361	u1095
u40362	u55
u40363	u2267
u40368	u2043
u40369	u25
u41015	.
u41014	.
u41017	u35339
u41016	u7912
u41011	.
u41010	.
u41013	.
u41012	.
u41019	.
u41018	u40198
u42298	.
u42299	.
u42296	.
u42297	.
u42294	.
u42295	.
u42292	.
u42293	.
u42290	.
u42291	.
u44629	u22004
u44628	.
u44625	u191
u44624	u2043
u44627	u25
u44626	u27202
u44621	u2472
u44620	.
u44623	u8344
u44622	u2472
u6344	u2701
u44997	u25
u44996	u449
u44995	u449
u44994	u449
u44993	u25
u44992	u449
u44991	u25
u44990	u25
u44999	u449
u44998	u449
u14163	u18593
u14162	u2226
u14161	u7199
u14160	u35575
u14167	u21387
u27163	u28756
u14166	u2043
u12943	u449
u14165	u2043
u14164	u7185
u9238	.
u9239	.
u35041	u25
u35040	u25
u35043	u25
u35042	u25
u35045	u25
u35044	u25
u35047	u449
u35046	u449
u35049	u449
u35048	u449
u32019	u449
u32018	u449
u32913	u43819
u37759	.
u37758	.
u1919	.
u1918	u18672
u37753	.
u37752	.
u37751	.
u37750	.
u37757	.
u37756	.
u37755	.
u37754	.
u32835	.
u32834	u38818
u32839	u36704
u32838	.
u32919	.
u7849	u27001
u7848	u6587
u34461	u6673
u34139	u44054
u20627	u24285
u20626	u21429
u20625	u3451
u20624	u29504
u34318	.
u34319	.
u34316	.
u20623	.
u34314	.
u34315	.
u34312	u28553
u7843	u16
u34310	.
u20622	u64
u7842	u994
u20621	u21137
u28438	u25
u28439	.
u28436	u27016
u28437	u24354
u28434	u191
u28435	u24354
u28432	u1590
u28433	u17986
u28430	u1777
u28431	.
u36808	.
u36809	.
u33838	u42293
u33839	.
u21718	.
u21719	.
u21714	u25
u21715	.
u21716	u24302
u36803	.
u36804	u449
u21711	.
u21712	u16
u21713	u16
u4637	u19886
u29529	u25
u29528	u449
u4636	u16
u29523	u37546
u29522	u449
u29521	u25
u29520	u25
u29527	u16596
u29526	u16596
u29525	u27016
u29524	.
u7078	u191
u7079	u21420
u4634	u191
u7070	u1525
u7071	u64
u7072	u43521
u7073	u944
u7074	u944
u7075	u19228
u7076	u16596
u4632	u16596
u8392	u4138
u4630	u556
u30561	.
u30560	.
u2758	u22560
u30562	.
u30565	u55
u30564	u39726
u30567	.
u30566	.
u2752	u191
u2753	u16
u2750	u19886
u2751	u22552
u2756	u3205
u2757	u19886
u2754	u55
u2755	u7120
u8399	u449
u19537	.
u11252	.
u11253	.
u11250	.
u11251	.
u11256	u18389
u11257	u18389
u11254	u581
u11255	.
u11258	u18389
u11259	.
u34467	.
u19536	u7128
u20544	u25958
u29389	u38439
u29388	u25
u29387	u16
u29386	u2267
u29385	.
u29384	u55
u29383	u991
u29382	u991
u29381	u991
u29380	u991
u19535	u11952
u21669	u2472
u32973	.
u728	u17689
u3405	u27768
u35862	u38331
u35861	.
u35860	.
u35867	.
u35866	.
u35865	.
u35864	.
u35869	.
u35868	.
u3409	u449
u3408	u1777
u37038	u25
u37039	u25
u37036	u25
u37037	u25
u37034	u25
u37035	u25
u37032	u25
u37033	u25
u37030	u25
u37031	u25
u4750	u1297
u4751	u25
u4752	.
u4753	u191
u4754	.
u4755	u27016
u4756	u18389
u4757	u29230
u4758	.
u4759	.
u32788	u37743
u720	u27
u6409	u1121
u32702	u8030
u725	u16596
u32704	.
u41971	u37820
u27527	u449
u36079	u25
u36078	u449
u5009	u25
u1589	u790
u36071	u449
u1583	u24050
u36073	u2043
u36072	u27016
u5007	u19854
u5006	u2043
u5005	u703
u1585	u27363
u1630	u7601
u1631	.
u1632	u19999
u1633	u27
u1634	u8423
u1635	u449
u1636	u449
u1637	u19886
u1638	u8408
u1639	u7872
u20249	u25
u20248	u25
u14372	u2472
u14373	u2472
u14370	u17561
u14371	u2472
u14376	u1970
u14377	u449
u14374	u16
u14375	u23584
u12374	.
u14378	u693
u14379	u449
u12231	u3554
u12230	u19886
u12233	.
u12232	.
u12235	u7589
u12234	u1298
u12237	u4138
u12236	u35634
u12239	u4138
u12238	u4138
u12375	.
u31416	u16
u31417	u1095
u31414	u16
u31415	u2026
u31412	u741
u31413	u741
u31410	u25
u31411	u2043
u31418	u25
u31419	u449
u872	u55
u35527	.
u870	u18654
u35525	u39588
u876	u27016
u35523	u55
u874	u16
u875	u1095
u878	u25
u879	.
u6187	u16596
u35528	.
u35529	.
u12377	.
u6186	u20876
u14996	u7691
u14997	u24050
u14994	.
u14995	u3193
u14992	u8503
u14993	u16596
u14990	u7492
u14991	u16596
u14998	u16
u14999	.
u6060	u19886
u6061	.
u6062	.
u6063	u16
u6064	u24112
u6065	u4912
u6066	u21639
u6067	u64
u6068	.
u6069	u24112
u45559	.
u7333	.
u7332	u3166
u7331	u22552
u7330	u16867
u7337	u16
u7336	.
u7335	u2043
u7334	u511
u7339	u11002
u7338	.
u45557	u7706
u34141	u39078
u33499	u703
u6183	u16596
u25596	u710
u25597	u16
u25594	u710
u25595	u449
u25592	u2043
u25593	u2043
u25590	u7220
u25591	u17010
u12373	.
u25598	u16
u25599	.
u6182	u16
u16269	.
u16262	.
u16263	.
u16260	.
u16261	.
u16266	.
u16267	u35352
u16264	.
u16265	.
u24973	u944
u24972	u27683
u24971	.
u24970	.
u24977	u8169
u24976	.
u24975	u21133
u24974	u3451
u24979	u24285
u24978	u581
u25620	u5794
u25621	u703
u25622	u5794
u25623	u26230
u25624	u5794
u25625	u410
u25626	u27016
u25627	.
u25628	u2701
u25629	u8030
u6180	u1680
u22489	u449
u22488	u21410
u22485	.
u22484	.
u22487	u449
u22486	u449
u22481	.
u22480	.
u22483	.
u22482	.
u33084	.
u20254	u11952
u16991	u21498
u23280	.
u23281	u1095
u23282	u27
u23283	u25765
u23284	u6587
u23285	.
u23286	u16
u23287	u4030
u23288	u6928
u23289	.
u27990	u2043
u27991	u2043
u27992	u2043
u27993	u991
u27994	u2043
u27995	u2043
u27996	u2043
u27997	u2043
u27998	u2043
u27999	u2043
u8344	.
u86	u6587
u87	u16
u84	u55
u85	u556
u82	u16
u83	u16
u80	u27016
u81	u449
u88	u1774
u89	u55
u23758	u25
u23759	.
u23752	u21615
u23753	u3554
u23750	.
u23751	u21429
u23756	u21480
u23757	.
u23754	u27016
u23755	u25164
u27668	u2043
u27669	u25
u27662	u4342
u27663	u25
u27660	u25
u27661	.
u27666	.
u27667	u944
u27664	u1095
u27665	u16
u15108	u19886
u15109	u16
u20127	u556
u15102	u18394
u15103	.
u15100	u6587
u15101	u64
u15106	.
u15107	.
u15104	.
u15105	.
u45802	.
u45803	.
u45800	.
u45801	.
u45806	.
u45807	u37793
u45804	.
u45805	u40120
u45808	u8030
u45809	u37793
u30736	u25
u3979	u25
u41397	u25
u41391	u25
u26245	.
u18509	.
u18508	u26166
u18505	.
u18504	.
u18507	.
u18506	.
u18501	.
u18500	u16
u18503	.
u18502	.
u6990	u16596
u13629	.
u13628	.
u34766	u1095
u13621	u24453
u13620	u26111
u13623	u24453
u13622	.
u13625	u9581
u13624	.
u13627	u25617
u13626	.
u8303	u39053
u34764	.
u34763	u16
u34762	u25
u22900	u994
u22901	u25
u22902	u1525
u22903	u27016
u22904	.
u22905	u19228
u22906	u6565
u22907	u2012
u22908	u2043
u22909	u2043
u34760	u27397
u37579	.
u38334	.
u38335	.
u38336	.
u38337	.
u38330	.
u38331	.
u38332	.
u8009	u2043
u38338	.
u38339	.
u44049	u37792
u44048	u37731
u44045	u37943
u44044	u35552
u44047	.
u44046	.
u44041	.
u44040	.
u44043	.
u44042	.
u40979	.
u40978	.
u40975	.
u40974	.
u40977	.
u40976	.
u40971	.
u40970	.
u40973	.
u40972	.
u28047	u449
u28046	u449
u6994	u4912
u33048	u39547
u28045	u449
u43778	u39814
u43779	u4405
u43772	u1095
u43589	u25
u43770	u2026
u43771	u2043
u43776	u26042
u43777	u29320
u43774	u4405
u28042	u16
u12576	u2043
u5146	u556
u12574	u2043
u12575	u2043
u12572	u7185
u12573	u128
u12570	u16596
u5147	u7120
u28040	u449
u5144	u191
u12578	u2012
u12579	u991
u18959	.
u5145	u20904
u5142	u27363
u5143	u17561
u6996	u16065
u36114	u16
u5141	u556
u18956	u16596
u44126	.
u6997	u1831
u19298	u260
u44127	.
u19296	.
u19297	u1297
u19294	u17125
u19295	u10496
u19292	u16596
u38273	.
u19290	.
u19291	u16596
u45398	u260
u38272	.
u45392	u7492
u38275	.
u45390	u27016
u45391	u16
u45396	u25
u45397	u25
u45394	u25
u44123	.
u4512	.
u6491	u25218
u4510	u1831
u4511	.
u4516	u55
u44120	.
u4514	u39811
u4515	u16
u30979	u16
u4518	u1095
u44121	u7471
u6493	u16596
u37232	.
u9142	u16
u9143	u3278
u9140	u5544
u21986	u4030
u9146	u16
u9147	u8344
u9144	u21650
u9145	.
u6495	u27
u9148	u4405
u9149	.
u6494	u17010
u45024	u25
u45025	u449
u45026	u449
u45027	u15905
u45020	u449
u45021	u449
u45022	u449
u45023	u449
u6496	u997
u45028	u449
u45029	u25
u41734	.
u41735	.
u41736	.
u41737	u37336
u41730	u39086
u41731	.
u41732	.
u41733	.
u41738	.
u41739	.
u40899	u15905
u40893	u15905
u1715	u16
u18951	.
u15989	u2026
u3923	u1536
u36277	.
u36276	.
u36275	.
u36274	.
u36273	.
u36272	.
u36271	.
u36270	.
u42559	u7128
u42558	u449
u36279	.
u36278	.
u42024	.
u30301	.
u30300	u26116
u30303	u556
u30302	.
u30305	u128
u30304	.
u30307	u128
u30306	u4463
u30309	.
u30308	u1095
u15984	u7228
u15985	u27016
u1032	u27016
u1033	u16
u1030	u7412
u1031	u25
u1036	u27016
u33576	u15905
u1034	u16596
u1035	u1919
u1038	u4313
u1039	u16
u44818	u25
u44819	u2701
u44812	u991
u44813	u25
u44810	.
u44811	u449
u44816	u25
u44817	u25
u44814	u25
u44815	u991
u32196	.
u32197	.
u32194	.
u32195	.
u32192	.
u32193	.
u32190	u4670
u32191	u41891
u32198	.
u32199	.
u17339	u410
u17338	u410
u17333	u16596
u17332	u2879
u17331	.
u17330	u7412
u17337	u16596
u17336	u703
u17335	u27016
u17334	u8875
u37658	.
u37659	.
u37656	.
u37657	.
u37654	.
u37655	.
u37652	.
u37653	.
u37650	.
u37651	.
u6262	.
u6263	u16
u6260	u2184
u6261	.
u6266	u5794
u6267	u19228
u6264	u55
u6265	u2701
u32228	.
u32229	u12647
u6268	u18598
u6269	u55
u19429	u4436
u7139	u1095
u7138	u19886
u34109	u39633
u19428	u1581
u7135	u7417
u7134	u55
u7137	u1095
u7136	.
u7131	.
u7130	.
u7133	u449
u7132	u17561
u31557	u944
u31556	u8344
u31555	u21620
u31554	u25429
u20678	u16867
u20679	u16596
u31551	u449
u31550	u25
u20674	u3554
u20675	u703
u20676	u21624
u20677	u16596
u20670	u16596
u20671	u16596
u20672	u4887
u20673	u16596
u28089	u4947
u28088	u4947
u28083	u2043
u28082	u2043
u28081	u2043
u28080	u29609
u28087	u44630
u28086	u30827
u28085	u449
u28084	u991
u19421	u1964
u19420	.
u33150	.
u30974	u2043
u19423	u449
u3308	u16
u3309	u1041
u3302	u64
u3303	u2218
u3300	u2043
u3301	u16596
u3306	u4485
u3307	u27016
u3304	u21749
u3305	u19886
u16068	u25
u16069	u4912
u31883	.
u31882	.
u31885	.
u19427	u2043
u31887	.
u31886	.
u16060	u20
u16061	u19762
u16062	.
u16063	u191
u16064	u18463
u16065	.
u16066	u556
u16067	.
u6886	.
u6887	u3782
u6884	u4362
u6885	u3205
u6882	.
u6883	.
u6531	.
u6881	u5794
u6888	u27016
u6889	.
u31270	u1680
u16394	.
u29677	u64
u16395	.
u709	u25674
u16398	.
u30684	.
u30685	.
u26739	.
u26738	u16
u21109	u19886
u21108	u38867
u30682	.
u30683	u39092
u21105	.
u21104	.
u21107	u374
u21106	u1958
u21101	u37868
u26736	.
u21103	u944
u21102	u16
u4655	.
u4654	.
u4657	u5183
u4656	u8055
u4651	u3868
u4650	u1680
u4653	.
u4652	u16
u4659	u27016
u4658	u3193
u8378	u21091
u8379	u4543
u8372	u449
u8373	u449
u8370	u16
u8371	u7529
u8376	u3956
u8377	u21557
u8374	u40326
u8375	u556
u11599	u16
u11598	u27392
u11591	u16596
u11590	u6622
u11593	u991
u11592	u5794
u11595	u991
u11594	u16596
u11597	u991
u11596	u3149
u34389	u45631
u793	.
u29673	.
u792	u21120
u32794	u42007
u32795	.
u32796	u37743
u11043	u16
u11042	u18112
u11041	u18112
u11040	.
u11047	.
u11046	u2043
u11045	u30129
u11044	u8572
u32790	u39339
u11049	.
u11048	.
u29672	u29247
u32791	.
u252	u1759
u253	u17561
u250	u16596
u251	u17854
u256	u1095
u257	u27016
u254	u64
u255	u16
u258	.
u259	u19886
u32536	.
u27468	u991
u27469	u18654
u32537	.
u23853	u3445
u27460	u2267
u27461	u4947
u27462	u16
u23852	u3445
u27464	u3554
u27465	u2012
u27466	u991
u27467	.
u25912	u19886
u25913	u16
u25910	.
u25911	.
u25916	u5794
u25917	.
u25914	.
u25915	.
u15740	u2012
u15741	u27016
u25918	u741
u25919	u19886
u15744	.
u15745	u16
u15746	u19228
u15747	u27016
u9425	.
u29930	u449
u9427	u23306
u9426	u17572
u9421	u175
u9420	u21482
u9423	.
u9422	.
u29670	u1095
u9429	.
u29932	u4130
u9750	u20
u9757	u16596
u700	u5277
u29935	u36467
u31278	u5341
u29936	.
u9754	u1095
u33285	.
u701	.
u31279	u7471
u23619	u20
u23618	u27016
u23613	.
u23612	.
u23611	.
u23610	.
u23617	u27016
u23616	u27016
u23615	u21639
u23614	.
u33284	.
u825	u16596
u5218	.
u5219	.
u5212	u556
u5213	u1590
u5210	u1680
u5211	u20855
u5216	u17575
u5217	.
u5214	u1680
u5215	u27591
u31845	u40705
u31844	.
u31847	.
u10673	u23927
u31846	.
u39215	.
u10671	.
u38132	.
u38133	.
u38130	.
u38131	.
u38136	.
u38137	.
u38134	.
u38135	.
u13359	u1777
u10677	u19886
u38138	.
u38139	.
u39211	.
u41987	.
u16988	u27016
u39212	.
u21929	.
u21928	.
u21927	u26959
u21926	.
u21925	u19886
u21924	.
u21923	u19886
u21922	u6192
u21921	u3193
u21920	.
u24348	u7185
u24349	u6482
u20541	u23538
u24340	.
u24341	u16
u24342	.
u24343	u449
u24344	u1680
u24345	u449
u24346	.
u24347	u19886
u1775	u21444
u1774	.
u1777	.
u1776	u27016
u1771	u7509
u1770	.
u1773	u64
u1772	u27016
u20545	.
u1779	u1095
u1778	u1095
u6745	u1774
u6744	.
u6747	.
u6746	u260
u38688	u449
u38689	u449
u6743	.
u6742	u27363
u38684	.
u38685	u16
u38686	u449
u38687	u449
u38680	u449
u38681	u25
u38682	u25
u38683	u991
u42040	.
u16984	u824
u6725	u14557
u33898	.
u26263	.
u33899	.
u26262	.
u26264	.
u17070	.
u17071	.
u17072	u17071
u17073	u7529
u17074	.
u17075	.
u42046	.
u12009	.
u12006	u10704
u12007	u7492
u12004	u10704
u12005	u55
u12002	u10704
u33896	.
u12000	.
u12001	u21639
u33897	.
u33724	.
u24836	u27016
u24837	u693
u24834	u27016
u24835	u27016
u24832	u27016
u24833	u27016
u24830	u3554
u24831	u27
u24838	u38997
u24839	u407
u13364	u7236
u33725	.
u25123	u1631
u25122	.
u25121	.
u25120	u4912
u25127	u6375
u25126	.
u25125	.
u25124	u64
u25129	u17125
u25128	.
u13365	u3144
u33409	u9863
u33408	u25
u41288	u25
u41289	u15905
u41284	u39053
u41285	u970
u41286	u25
u41287	u3132
u41280	u16596
u41281	u2026
u41282	u2026
u41283	u25
u13367	u1777
u26655	.
u42165	.
u22360	u8055
u22361	.
u22362	u994
u22363	u1041
u22364	u3250
u22365	u1041
u22366	u2043
u22367	u2043
u22368	u2043
u22369	u128
u26470	u2008
u26471	u991
u26472	u1041
u26473	u2472
u42166	.
u26475	.
u26476	u19762
u26477	u2008
u26478	u449
u26479	u16596
u4848	u944
u13929	u3554
u43045	u37779
u1903	u55
u33404	u991
u31226	u25
u43048	u41116
u43049	.
u33402	u16
u42162	.
u33401	u449
u33400	u449
u42168	.
u42169	.
u10099	.
u10098	u7636
u10097	u4888
u10096	.
u10095	u7170
u10094	.
u10093	u4485
u10092	u9975
u10091	u520
u10090	u27016
u42427	.
u12839	.
u12838	u22095
u12837	u693
u12836	u17855
u12835	u191
u12834	u17722
u12833	u17561
u12832	u16642
u12831	u410
u12830	u511
u18778	.
u18779	u2619
u33660	.
u18772	u16561
u18773	u410
u18770	u25429
u18771	.
u18776	u7986
u18777	u7834
u33850	.
u18775	.
u10549	u994
u10548	.
u10541	.
u10540	u222
u10543	u8572
u10542	u3250
u10545	u27016
u10544	u19923
u10547	u17125
u10546	u8019
u33851	u40752
u30318	u25
u33852	.
u9295	u22188
u20321	u16
u33853	u35887
u33854	.
u13016	u8002
u13017	u55
u13014	u21879
u13015	u19886
u13012	u21615
u28868	.
u13010	.
u13011	u16
u28865	u449
u28864	u449
u28867	u2701
u28866	.
u28861	u25
u28860	u25
u28863	u449
u28862	u449
u33855	.
u3144	.
u3145	u6378
u3146	u3205
u3147	u22541
u3140	u55
u3141	u3149
u3142	u16
u3143	u27016
u558	u25
u3148	u2789
u3149	.
u4497	.
u8175	.
u8176	u790
u4494	u16
u8170	u2043
u8171	u23057
u8172	u2012
u4490	u1041
u8178	.
u8179	u1958
u4499	u16
u4498	.
u33353	u25
u33352	.
u33351	u25
u40817	u25
u33357	u556
u33356	u25
u33355	u6928
u33354	u29804
u30319	u17462
u33358	u741
u33857	.
u13328	u25
u44238	.
u44239	.
u30918	u449
u30919	u25
u13329	u25
u44232	.
u44233	.
u44230	.
u44231	.
u44236	.
u44237	.
u44234	.
u44235	.
u21912	u26725
u38168	.
u30686	.
u13320	u16596
u13321	u2789
u13322	u16
u19555	u4313
u19554	.
u19557	u20840
u13323	u7412
u19551	u7589
u19550	u25384
u19553	u43784
u19552	u16
u13324	u2384
u19559	u3278
u19558	u25383
u13325	u19886
u38163	.
u38162	.
u33955	.
u38954	u3554
u29804	.
u29805	.
u29806	u7128
u29807	u7128
u29800	u449
u29801	u449
u29802	u449
u29803	u449
u29808	u7128
u29809	u27016
u32400	.
u32401	.
u32402	.
u32403	.
u33954	u38372
u32405	.
u38955	u25483
u32407	u44540
u32408	.
u32409	u42253
u9502	.
u33957	.
u38956	u4135
u40811	u27298
u9503	.
u9500	.
u33951	.
u38958	u27016
u649	u27016
u648	u530
u641	u16
u640	u24478
u643	u16
u642	u7220
u645	u16
u644	u556
u647	u8006
u646	u27016
u33953	u28564
u2958	.
u2959	u16596
u2950	u944
u2951	u25
u2952	u21429
u2953	u16596
u2954	u410
u2955	u29610
u2956	.
u2957	u2071
u5454	u27016
u36405	u1095
u36406	u1095
u5457	u3080
u36400	u25
u36401	u2043
u36402	u191
u5453	.
u5458	u3593
u5459	u16
u33438	u25
u33439	u15905
u21497	.
u21496	.
u21495	u449
u6184	u23215
u21493	u25
u35170	u3149
u21491	u25
u21490	u25
u14893	u27
u14892	u994
u14891	u27016
u14890	u21457
u35179	u7128
u35178	u27363
u21499	.
u21498	.
u33722	u43894
u28423	u2701
u33723	.
u28422	u2701
u33720	.
u33721	u38235
u34808	.
u34809	.
u34806	u39100
u33726	.
u34804	u45175
u34805	.
u34802	u45257
u34803	u37732
u34800	u39340
u33727	.
u5982	.
u5983	u449
u5980	u29610
u5981	u1777
u5986	u55
u1208	.
u5984	.
u5985	.
u1205	u64
u1204	u260
u1207	u16
u5989	u27016
u1201	u64
u1200	u16
u1203	u16
u1202	u449
u33821	.
u17278	u35555
u33820	.
u17276	u29604
u17277	u23058
u17274	.
u17275	.
u17272	.
u33823	.
u17270	u16596
u17271	u16596
u7588	u16
u7589	.
u33822	.
u7580	u2134
u7581	u55
u7582	u970
u7583	u22552
u7584	u21413
u7585	u2043
u7586	u27
u7587	u4912
u33827	.
u33826	.
u1565	u19886
u42513	u27433
u25321	u27016
u25320	u25
u25323	u27
u25322	.
u25325	.
u25324	.
u37449	.
u25326	.
u25329	.
u25328	.
u37445	.
u37444	.
u37443	.
u37442	.
u37441	.
u37440	.
u34971	.
u28328	u6839
u28329	u449
u28326	u19923
u28327	u38510
u28324	u7492
u28325	.
u28322	u25
u28323	u991
u28320	u25
u28321	u25
u29499	u2701
u29498	u43506
u29497	u5014
u29496	u10703
u29495	u944
u29494	.
u29493	.
u29492	.
u29491	.
u29490	u29610
u40613	.
u25499	u7185
u25498	u7185
u25493	u3782
u25492	u55
u25491	.
u25490	u978
u25497	.
u25496	u4726
u25495	u16
u25494	u3445
u32683	.
u29149	.
u29148	u1777
u29141	.
u29140	.
u29143	.
u29142	.
u29145	u449
u29144	.
u29147	u2043
u29146	.
u16639	u16596
u16638	u191
u1377	u556
u16631	.
u16630	.
u16633	u4217
u16632	u21779
u16635	u6173
u16634	.
u16637	u16
u16636	u16596
u11942	.
u11943	u16596
u11940	u16
u11941	u1777
u11946	u38997
u11947	u38997
u11944	u22552
u11945	u6622
u26676	u10704
u26677	u16
u11948	.
u11949	u3729
u26672	u24393
u26673	.
u26670	.
u26671	.
u2760	u1353
u30495	u2043
u30494	u27775
u21378	.
u21379	.
u30491	u25
u30490	u6587
u30493	u25
u30492	u25
u21372	.
u21373	.
u21370	.
u21371	.
u21376	.
u21377	.
u21374	.
u21375	.
u27239	u27016
u27238	u449
u27231	u25
u27230	u944
u27233	u991
u27232	u7128
u27235	u22004
u27234	u2701
u27237	.
u27236	u511
u11366	u18654
u11367	u16596
u11364	.
u11365	u8730
u11362	u4997
u11363	.
u11360	u7912
u11361	u3149
u11368	.
u11369	u1631
u31317	u1536
u22779	u2026
u22778	u2267
u30555	.
u22773	.
u22772	.
u22771	u39053
u22770	u55
u22777	u8572
u22776	u16
u22775	.
u22774	u6622
u30553	.
u10707	u55
u10706	.
u10705	u10704
u10704	.
u10703	.
u10702	u24667
u10701	u64
u10700	.
u10709	u7560
u10708	u38962
u20955	u449
u20954	u25329
u20957	.
u20956	u410
u20951	u55
u20950	u55
u20953	u741
u20952	u5794
u20959	u21683
u20958	u1680
u14462	u260
u14463	u2043
u14460	.
u14461	u2472
u14466	u7912
u14467	u2472
u14464	u27016
u14465	u7872
u14468	u2472
u14469	u2472
u39452	.
u39453	.
u39450	.
u39451	u38305
u39456	.
u39457	.
u39454	.
u39455	.
u39458	u39199
u39459	.
u20186	.
u23428	u3554
u23429	.
u23420	u17508
u23421	u1680
u23422	.
u23423	.
u23424	u410
u23425	u1972
u23426	u16
u23427	u22781
u20187	.
u16917	u16596
u14286	u26410
u14287	u22017
u14284	u26410
u14285	u20268
u14282	u16
u14283	u25865
u14280	u581
u14281	.
u14288	u23759
u14289	u2026
u16919	u21457
u12701	u6683
u12700	.
u12703	u755
u12702	u17655
u12705	u3593
u12704	u24083
u12707	u20928
u12706	.
u12709	u17655
u12708	.
u4829	u29610
u13571	.
u13570	u6587
u13573	u1095
u13572	u8026
u14707	u29572
u14706	u7240
u14705	u15805
u13576	u3554
u38499	u27591
u38498	u27591
u38495	u2043
u38494	u2043
u38497	u2043
u38496	u2701
u38491	u2026
u38490	u2026
u38493	u2043
u38492	u2026
u40052	.
u40053	.
u40050	.
u40051	.
u40056	.
u40057	.
u40054	.
u40055	.
u40058	.
u40059	.
u42748	u25
u42749	u449
u34397	u40613
u42744	u25
u42745	u2043
u42746	u25
u42747	u27363
u42740	u37987
u42741	u449
u42742	u7128
u42743	u25
u34395	u40613
u1626	u741
u34392	.
u34393	.
u19530	u4912
u14115	u449
u12629	.
u12626	.
u12627	u11680
u12624	.
u12625	u3278
u14112	u16596
u12622	.
u32325	.
u8116	u556
u19631	u35634
u12620	.
u12621	u23289
u1995	u3245
u4820	u1801
u14113	u4687
u1994	u16596
u32324	.
u20045	u18742
u39510	.
u1991	u1631
u1990	u22116
u14110	u3554
u1993	u64
u32327	.
u1992	u37987
u32721	u39153
u32720	.
u32723	u7412
u32722	.
u43839	.
u19169	u5643
u32727	.
u32726	.
u43835	.
u43834	u37952
u43837	.
u19167	.
u19160	u25
u43830	.
u43833	.
u43832	.
u14111	u21615
u32326	.
u15047	u165
u41099	.
u41098	.
u15046	u19886
u41095	.
u41094	.
u41097	u35373
u41096	u37755
u41091	.
u41090	.
u41093	.
u41092	.
u15044	u9807
u15043	u39053
u15042	u24022
u45572	.
u45573	.
u45570	.
u45571	.
u45576	.
u45577	.
u45574	.
u45575	.
u32093	u3278
u32092	u2012
u45578	.
u45579	.
u32097	u25
u41567	.
u32095	u2472
u28217	u944
u32320	u41563
u25111	u24285
u41561	.
u41560	.
u41563	.
u41562	.
u32323	.
u28219	u40248
u32322	u39092
u6341	.
u4907	.
u6340	u19886
u6343	u16867
u35370	u39187
u39849	u449
u39848	u449
u39845	u449
u39844	u449
u39847	u25
u39846	u449
u39841	u449
u39840	u25
u39843	u25
u39842	u449
u6347	u25
u35374	.
u40874	u16596
u40875	u16596
u40876	.
u40877	u16596
u40870	u556
u40871	u449
u40872	u556
u40873	u25
u40878	u25
u40879	u25
u6208	u29609
u32206	.
u3410	u1095
u3411	u64
u33236	.
u32207	.
u3418	u27016
u3419	u7300
u32204	.
u32205	.
u38824	.
u2425	u1095
u38826	.
u38827	.
u38820	u37755
u38821	.
u38822	.
u38823	.
u32202	.
u2428	u1247
u2429	u16
u6209	u25
u5609	u1777
u5608	u16
u4862	u25
u4863	.
u4860	u449
u4861	u2701
u4866	u7300
u4867	u7106
u4864	u449
u4865	u2026
u4868	u449
u4869	u24408
u1384	u1631
u43068	.
u43069	u39634
u33237	.
u1385	u16
u43062	.
u43063	.
u43060	u41759
u43061	.
u43066	.
u5607	u55
u43064	.
u43065	.
u32489	.
u5606	.
u3489	u16
